"label","iter","parameter","value"
"Half-life targeted (ϕw)",733,"phi_N2",2890.84591
"RBC replenishment (ρ)",734,"rho",0.1897641
"Burst size (β)",734,"burst",3.85459513
"Activation indis (ψn)",734,"iota_N1",11.5296372
"Activation targeted (ψw)",734,"iota_N2",1.12216988
"Half-life indis (ϕn)",734,"phi_N1",0.0759018
"Half-life targeted (ϕw)",734,"phi_N2",257.077332
"RBC replenishment (ρ)",735,"rho",0.25616683
"Burst size (β)",735,"burst",3.96981009
"Activation indis (ψn)",735,"iota_N1",13.2574623
"Activation targeted (ψw)",735,"iota_N2",0.8445644
"Half-life indis (ϕn)",735,"phi_N1",0.03580807
"Half-life targeted (ϕw)",735,"phi_N2",229.792495
"RBC replenishment (ρ)",736,"rho",0.32497001
"Burst size (β)",736,"burst",4.74916211
"Activation indis (ψn)",736,"iota_N1",2.90216342
"Activation targeted (ψw)",736,"iota_N2",0.45494424
"Half-life indis (ϕn)",736,"phi_N1",0.14798068
"Half-life targeted (ϕw)",736,"phi_N2",353.088415
"RBC replenishment (ρ)",737,"rho",0.26665883
"Burst size (β)",737,"burst",4.6435178
"Activation indis (ψn)",737,"iota_N1",16.6276202
"Activation targeted (ψw)",737,"iota_N2",1.91547357
"Half-life indis (ϕn)",737,"phi_N1",0.18802001
"Half-life targeted (ϕw)",737,"phi_N2",71.9701945
"RBC replenishment (ρ)",738,"rho",0.39685071
"Burst size (β)",738,"burst",6.12616538
"Activation indis (ψn)",738,"iota_N1",5.16263191
"Activation targeted (ψw)",738,"iota_N2",1.87772357
"Half-life indis (ϕn)",738,"phi_N1",0.20219647
"Half-life targeted (ϕw)",738,"phi_N2",867.905812
"RBC replenishment (ρ)",739,"rho",0.31531566
"Burst size (β)",739,"burst",5.50059888
"Activation indis (ψn)",739,"iota_N1",3.7778584
"Activation targeted (ψw)",739,"iota_N2",1.15032346
"Half-life indis (ϕn)",739,"phi_N1",0.09173227
"Half-life targeted (ϕw)",739,"phi_N2",122.368844
"RBC replenishment (ρ)",740,"rho",0.44020081
"Burst size (β)",740,"burst",4.00071445
"Activation indis (ψn)",740,"iota_N1",4.9296883
"Activation targeted (ψw)",740,"iota_N2",0.61330317
"Half-life indis (ϕn)",740,"phi_N1",0.22124943
"Half-life targeted (ϕw)",740,"phi_N2",45.8507972
"RBC replenishment (ρ)",741,"rho",0.50190469
"Burst size (β)",741,"burst",3.92432309
"Activation indis (ψn)",741,"iota_N1",5.57613702
"Activation targeted (ψw)",741,"iota_N2",0.52859825
"Half-life indis (ϕn)",741,"phi_N1",0.14214482
"Half-life targeted (ϕw)",741,"phi_N2",96.8371259
"RBC replenishment (ρ)",742,"rho",0.37024317
"Burst size (β)",742,"burst",4.82909556
"Activation indis (ψn)",742,"iota_N1",5.68540076
"Activation targeted (ψw)",742,"iota_N2",0.61471051
"Half-life indis (ϕn)",742,"phi_N1",0.03166839
"Half-life targeted (ϕw)",742,"phi_N2",12.6485058
"RBC replenishment (ρ)",743,"rho",0.22739875
"Burst size (β)",743,"burst",4.39498217
"Activation indis (ψn)",743,"iota_N1",21.1085712
"Activation targeted (ψw)",743,"iota_N2",1.99840967
"Half-life indis (ϕn)",743,"phi_N1",0.11140183
"Half-life targeted (ϕw)",743,"phi_N2",402.865154
"RBC replenishment (ρ)",744,"rho",0.35913065
"Burst size (β)",744,"burst",5.93324751
"Activation indis (ψn)",744,"iota_N1",5.53653325
"Activation targeted (ψw)",744,"iota_N2",2.14167271
"Half-life indis (ϕn)",744,"phi_N1",0.17668537
"Half-life targeted (ϕw)",744,"phi_N2",36.2984889
"RBC replenishment (ρ)",745,"rho",0.36593174
"Burst size (β)",745,"burst",5.77102712
"Activation indis (ψn)",745,"iota_N1",17.1841123
"Activation targeted (ψw)",745,"iota_N2",1.05823272
"Half-life indis (ϕn)",745,"phi_N1",0.03974658
"Half-life targeted (ϕw)",745,"phi_N2",17.424962
"RBC replenishment (ρ)",746,"rho",0.33171332
"Burst size (β)",746,"burst",4.06082843
"Activation indis (ψn)",746,"iota_N1",44.4299363
"Activation targeted (ψw)",746,"iota_N2",0.85118519
"Half-life indis (ϕn)",746,"phi_N1",0.00988632
"Half-life targeted (ϕw)",746,"phi_N2",5234.39006
"RBC replenishment (ρ)",747,"rho",0.29947765
"Burst size (β)",747,"burst",3.88733463
"Activation indis (ψn)",747,"iota_N1",59.5884601
"Activation targeted (ψw)",747,"iota_N2",0.90786349
"Half-life indis (ϕn)",747,"phi_N1",0.01117036
"Half-life targeted (ϕw)",747,"phi_N2",16320.564
"RBC replenishment (ρ)",748,"rho",0.34145623
"Burst size (β)",748,"burst",4.71911153
"Activation indis (ψn)",748,"iota_N1",36.5983487
"Activation targeted (ψw)",748,"iota_N2",0.49512355
"Half-life indis (ϕn)",748,"phi_N1",0.01121976
"Half-life targeted (ϕw)",748,"phi_N2",1349.70971
"RBC replenishment (ρ)",749,"rho",0.17128675
"Burst size (β)",749,"burst",4.6087336
"Activation indis (ψn)",749,"iota_N1",49.1715456
"Activation targeted (ψw)",749,"iota_N2",2.10419707
"Half-life indis (ϕn)",749,"phi_N1",0.03875957
"Half-life targeted (ϕw)",749,"phi_N2",2374.9269
"RBC replenishment (ρ)",750,"rho",0.26530097
"Burst size (β)",750,"burst",6.02324685
"Activation indis (ψn)",750,"iota_N1",79.0958187
"Activation targeted (ψw)",750,"iota_N2",2.16403657
"Half-life indis (ϕn)",750,"phi_N1",0.01143662
"Half-life targeted (ϕw)",750,"phi_N2",7881.85415
"RBC replenishment (ρ)",751,"rho",0.27013862
"Burst size (β)",751,"burst",5.56958702
"Activation indis (ψn)",751,"iota_N1",35.7881364
"Activation targeted (ψw)",751,"iota_N2",1.06003888
"Half-life indis (ϕn)",751,"phi_N1",0.01530318
"Half-life targeted (ϕw)",751,"phi_N2",2195.0394
"RBC replenishment (ρ)",752,"rho",0.33211656
"Burst size (β)",752,"burst",3.94209711
"Activation indis (ψn)",752,"iota_N1",41.5148136
"Activation targeted (ψw)",752,"iota_N2",0.71433508
"Half-life indis (ϕn)",752,"phi_N1",0.01868945
"Half-life targeted (ϕw)",752,"phi_N2",2231.85307
"RBC replenishment (ρ)",753,"rho",0.31584473
"Burst size (β)",753,"burst",3.98474369
"Activation indis (ψn)",753,"iota_N1",55.4626184
"Activation targeted (ψw)",753,"iota_N2",0.76340619
"Half-life indis (ϕn)",753,"phi_N1",0.00944717
"Half-life targeted (ϕw)",753,"phi_N2",483.881362
"RBC replenishment (ρ)",754,"rho",0.48909061
"Burst size (β)",754,"burst",4.77261212
"Activation indis (ψn)",754,"iota_N1",34.4585064
"Activation targeted (ψw)",754,"iota_N2",0.44721744
"Half-life indis (ϕn)",754,"phi_N1",0.00752293
"Half-life targeted (ϕw)",754,"phi_N2",682.420941
"RBC replenishment (ρ)",755,"rho",0.21702389
"Burst size (β)",755,"burst",4.60112717
"Activation indis (ψn)",755,"iota_N1",82.5805073
"Activation targeted (ψw)",755,"iota_N2",2.22444093
"Half-life indis (ϕn)",755,"phi_N1",0.02642216
"Half-life targeted (ϕw)",755,"phi_N2",505.209718
"RBC replenishment (ρ)",756,"rho",0.67163357
"Burst size (β)",756,"burst",6.17359286
"Activation indis (ψn)",756,"iota_N1",20.2927681
"Activation targeted (ψw)",756,"iota_N2",1.62156108
"Half-life indis (ϕn)",756,"phi_N1",0.05943639
"Half-life targeted (ϕw)",756,"phi_N2",1137.92555
"RBC replenishment (ρ)",757,"rho",0.38739834
"Burst size (β)",757,"burst",5.58974797
"Activation indis (ψn)",757,"iota_N1",31.2930916
"Activation targeted (ψw)",757,"iota_N2",0.99168238
"Half-life indis (ϕn)",757,"phi_N1",0.01302596
"Half-life targeted (ϕw)",757,"phi_N2",1139.7194
"RBC replenishment (ρ)",758,"rho",0.29566498
"Burst size (β)",758,"burst",3.91685251
"Activation indis (ψn)",758,"iota_N1",13.604808
"Activation targeted (ψw)",758,"iota_N2",0.81709057
"Half-life indis (ϕn)",758,"phi_N1",0.05972189
"Half-life targeted (ϕw)",758,"phi_N2",1158.00598
"RBC replenishment (ρ)",759,"rho",0.35766576
"Burst size (β)",759,"burst",3.82681853
"Activation indis (ψn)",759,"iota_N1",17.2236495
"Activation targeted (ψw)",759,"iota_N2",0.75703197
"Half-life indis (ϕn)",759,"phi_N1",0.04830665
"Half-life targeted (ϕw)",759,"phi_N2",441.553522
"RBC replenishment (ρ)",760,"rho",0.32246972
"Burst size (β)",760,"burst",4.66360029
"Activation indis (ψn)",760,"iota_N1",9.38180259
"Activation targeted (ψw)",760,"iota_N2",0.41752848
"Half-life indis (ϕn)",760,"phi_N1",0.04688176
"Half-life targeted (ϕw)",760,"phi_N2",446.369673
"RBC replenishment (ρ)",761,"rho",0.16430968
"Burst size (β)",761,"burst",4.78666243
"Activation indis (ψn)",761,"iota_N1",39.716471
"Activation targeted (ψw)",761,"iota_N2",1.97540539
"Half-life indis (ϕn)",761,"phi_N1",0.04441364
"Half-life targeted (ϕw)",761,"phi_N2",210.75542
"RBC replenishment (ρ)",762,"rho",0.44818351
"Burst size (β)",762,"burst",6.28620504
"Activation indis (ψn)",762,"iota_N1",16.1499479
"Activation targeted (ψw)",762,"iota_N2",2.08689333
"Half-life indis (ϕn)",762,"phi_N1",0.06237635
"Half-life targeted (ϕw)",762,"phi_N2",521.788416
"RBC replenishment (ρ)",763,"rho",0.28765817
"Burst size (β)",763,"burst",5.46292625
"Activation indis (ψn)",763,"iota_N1",12.2427428
"Activation targeted (ψw)",763,"iota_N2",1.08154212
"Half-life indis (ϕn)",763,"phi_N1",0.04977884
"Half-life targeted (ϕw)",763,"phi_N2",171.184164
"RBC replenishment (ρ)",764,"rho",0.23790084
"Burst size (β)",764,"burst",3.97388822
"Activation indis (ψn)",764,"iota_N1",230.878421
"Activation targeted (ψw)",764,"iota_N2",0.98481306
"Half-life indis (ϕn)",764,"phi_N1",0.00371641
"Half-life targeted (ϕw)",764,"phi_N2",1866.50651
"RBC replenishment (ρ)",765,"rho",0.20642931
"Burst size (β)",765,"burst",3.92500389
"Activation indis (ψn)",765,"iota_N1",82.0953661
"Activation targeted (ψw)",765,"iota_N2",0.987229
"Half-life indis (ϕn)",765,"phi_N1",0.00292158
"Half-life targeted (ϕw)",765,"phi_N2",3650.51515
"RBC replenishment (ρ)",766,"rho",0.40432648
"Burst size (β)",766,"burst",4.773748
"Activation indis (ψn)",766,"iota_N1",50.6285833
"Activation targeted (ψw)",766,"iota_N2",0.44357361
"Half-life indis (ϕn)",766,"phi_N1",0.00299482
"Half-life targeted (ϕw)",766,"phi_N2",754.079664
"RBC replenishment (ρ)",767,"rho",0.21699827
"Burst size (β)",767,"burst",4.7326471
"Activation indis (ψn)",767,"iota_N1",65.8549273
"Activation targeted (ψw)",767,"iota_N2",1.85766584
"Half-life indis (ϕn)",767,"phi_N1",0.03029178
"Half-life targeted (ϕw)",767,"phi_N2",571.053172
"RBC replenishment (ρ)",768,"rho",0.45907277
"Burst size (β)",768,"burst",6.26740067
"Activation indis (ψn)",768,"iota_N1",129.803853
"Activation targeted (ψw)",768,"iota_N2",1.59591789
"Half-life indis (ϕn)",768,"phi_N1",0.00730895
"Half-life targeted (ϕw)",768,"phi_N2",2079.81946
"RBC replenishment (ρ)",769,"rho",0.39424106
"Burst size (β)",769,"burst",5.65936463
"Activation indis (ψn)",769,"iota_N1",54.6664002
"Activation targeted (ψw)",769,"iota_N2",1.05594353
"Half-life indis (ϕn)",769,"phi_N1",0.00643636
"Half-life targeted (ϕw)",769,"phi_N2",1180.44291
"RBC replenishment (ρ)",770,"rho",0.29973217
"Burst size (β)",770,"burst",3.88631715
"Activation indis (ψn)",770,"iota_N1",15.9309663
"Activation targeted (ψw)",770,"iota_N2",0.66292474
"Half-life indis (ϕn)",770,"phi_N1",0.06456449
"Half-life targeted (ϕw)",770,"phi_N2",4012.34969
"RBC replenishment (ρ)",771,"rho",0.32227005
"Burst size (β)",771,"burst",3.863522
"Activation indis (ψn)",771,"iota_N1",18.1059252
"Activation targeted (ψw)",771,"iota_N2",0.91191116
"Half-life indis (ϕn)",771,"phi_N1",0.04528508
"Half-life targeted (ϕw)",771,"phi_N2",3465.53734
"RBC replenishment (ρ)",772,"rho",0.44898841
"Burst size (β)",772,"burst",4.77454066
"Activation indis (ψn)",772,"iota_N1",16.3502641
"Activation targeted (ψw)",772,"iota_N2",0.4712816
"Half-life indis (ϕn)",772,"phi_N1",0.01194468
"Half-life targeted (ϕw)",772,"phi_N2",2363.06588
"RBC replenishment (ρ)",773,"rho",0.21804426
"Burst size (β)",773,"burst",4.67990024
"Activation indis (ψn)",773,"iota_N1",17.9490227
"Activation targeted (ψw)",773,"iota_N2",2.20087007
"Half-life indis (ϕn)",773,"phi_N1",0.12203176
"Half-life targeted (ϕw)",773,"phi_N2",2025.66697
"RBC replenishment (ρ)",774,"rho",0.41252719
"Burst size (β)",774,"burst",6.05626021
"Activation indis (ψn)",774,"iota_N1",16.8442435
"Activation targeted (ψw)",774,"iota_N2",2.09174002
"Half-life indis (ϕn)",774,"phi_N1",0.09135378
"Half-life targeted (ϕw)",774,"phi_N2",3347.89695
"RBC replenishment (ρ)",775,"rho",0.28227761
"Burst size (β)",775,"burst",5.58354109
"Activation indis (ψn)",775,"iota_N1",15.5274393
"Activation targeted (ψw)",775,"iota_N2",0.84685049
"Half-life indis (ϕn)",775,"phi_N1",0.01793479
"Half-life targeted (ϕw)",775,"phi_N2",14390.3102
"RBC replenishment (ρ)",776,"rho",0.28836251
"Burst size (β)",776,"burst",4.01532454
"Activation indis (ψn)",776,"iota_N1",39.3419539
"Activation targeted (ψw)",776,"iota_N2",0.811866
"Half-life indis (ϕn)",776,"phi_N1",0.01559287
"Half-life targeted (ϕw)",776,"phi_N2",242.654696
"RBC replenishment (ρ)",777,"rho",0.25478715
"Burst size (β)",777,"burst",4.03831611
"Activation indis (ψn)",777,"iota_N1",23.096258
"Activation targeted (ψw)",777,"iota_N2",0.82479575
"Half-life indis (ϕn)",777,"phi_N1",0.01387723
"Half-life targeted (ϕw)",777,"phi_N2",2681.60011
"RBC replenishment (ρ)",778,"rho",0.35671189
"Burst size (β)",778,"burst",4.74642357
"Activation indis (ψn)",778,"iota_N1",14.9832034
"Activation targeted (ψw)",778,"iota_N2",0.44177564
"Half-life indis (ϕn)",778,"phi_N1",0.01236787
"Half-life targeted (ϕw)",778,"phi_N2",310.333484
"RBC replenishment (ρ)",779,"rho",0.16814135
"Burst size (β)",779,"burst",4.55746724
"Activation indis (ψn)",779,"iota_N1",112.315008
"Activation targeted (ψw)",779,"iota_N2",1.98339902
"Half-life indis (ϕn)",779,"phi_N1",0.01678985
"Half-life targeted (ϕw)",779,"phi_N2",590.150666
"RBC replenishment (ρ)",780,"rho",0.43081016
"Burst size (β)",780,"burst",5.99345336
"Activation indis (ψn)",780,"iota_N1",34.0595563
"Activation targeted (ψw)",780,"iota_N2",2.06866777
"Half-life indis (ϕn)",780,"phi_N1",0.02930442
"Half-life targeted (ϕw)",780,"phi_N2",637.38842
"RBC replenishment (ρ)",781,"rho",0.26660948
"Burst size (β)",781,"burst",5.71519678
"Activation indis (ψn)",781,"iota_N1",30.895553
"Activation targeted (ψw)",781,"iota_N2",0.98867616
"Half-life indis (ϕn)",781,"phi_N1",0.01120034
"Half-life targeted (ϕw)",781,"phi_N2",574.577609
"RBC replenishment (ρ)",782,"rho",0.32305725
"Burst size (β)",782,"burst",4.00802717
"Activation indis (ψn)",782,"iota_N1",8.71129111
"Activation targeted (ψw)",782,"iota_N2",0.68853478
"Half-life indis (ϕn)",782,"phi_N1",0.08542492
"Half-life targeted (ϕw)",782,"phi_N2",7689.96405
"RBC replenishment (ρ)",783,"rho",0.27776631
"Burst size (β)",783,"burst",3.98580856
"Activation indis (ψn)",783,"iota_N1",16.7532245
"Activation targeted (ψw)",783,"iota_N2",0.72235676
"Half-life indis (ϕn)",783,"phi_N1",0.01051505
"Half-life targeted (ϕw)",783,"phi_N2",122.223456
"RBC replenishment (ρ)",784,"rho",0.43901771
"Burst size (β)",784,"burst",4.73817024
"Activation indis (ψn)",784,"iota_N1",12.3156449
"Activation targeted (ψw)",784,"iota_N2",0.45601285
"Half-life indis (ϕn)",784,"phi_N1",0.02265807
"Half-life targeted (ϕw)",784,"phi_N2",69.0688082
"RBC replenishment (ρ)",785,"rho",0.2417335
"Burst size (β)",785,"burst",4.52848755
"Activation indis (ψn)",785,"iota_N1",9.74477562
"Activation targeted (ψw)",785,"iota_N2",1.94266822
"Half-life indis (ϕn)",785,"phi_N1",0.25329652
"Half-life targeted (ϕw)",785,"phi_N2",2057.33507
"RBC replenishment (ρ)",786,"rho",0.35623384
"Burst size (β)",786,"burst",6.03772047
"Activation indis (ψn)",786,"iota_N1",10.120463
"Activation targeted (ψw)",786,"iota_N2",1.97056551
"Half-life indis (ϕn)",786,"phi_N1",0.07337896
"Half-life targeted (ϕw)",786,"phi_N2",2163.63191
"RBC replenishment (ρ)",787,"rho",0.30240539
"Burst size (β)",787,"burst",5.49087008
"Activation indis (ψn)",787,"iota_N1",14.226375
"Activation targeted (ψw)",787,"iota_N2",1.26894794
"Half-life indis (ϕn)",787,"phi_N1",0.0375412
"Half-life targeted (ϕw)",787,"phi_N2",3910.25969
"RBC replenishment (ρ)",788,"rho",0.25434936
"Burst size (β)",788,"burst",4.0147822
"Activation indis (ψn)",788,"iota_N1",9.51786597
"Activation targeted (ψw)",788,"iota_N2",0.83911269
"Half-life indis (ϕn)",788,"phi_N1",0.06662202
"Half-life targeted (ϕw)",788,"phi_N2",176.638128
"RBC replenishment (ρ)",789,"rho",0.46482026
"Burst size (β)",789,"burst",3.98591581
"Activation indis (ψn)",789,"iota_N1",15.5876264
"Activation targeted (ψw)",789,"iota_N2",0.60862898
"Half-life indis (ϕn)",789,"phi_N1",0.06522928
"Half-life targeted (ϕw)",789,"phi_N2",105.892741
"RBC replenishment (ρ)",790,"rho",0.31785389
"Burst size (β)",790,"burst",4.85442733
"Activation indis (ψn)",790,"iota_N1",8.32250232
"Activation targeted (ψw)",790,"iota_N2",0.45167408
"Half-life indis (ϕn)",790,"phi_N1",0.02405069
"Half-life targeted (ϕw)",790,"phi_N2",384.317936
"RBC replenishment (ρ)",791,"rho",0.16434829
"Burst size (β)",791,"burst",4.61117489
"Activation indis (ψn)",791,"iota_N1",8.83440861
"Activation targeted (ψw)",791,"iota_N2",2.00091502
"Half-life indis (ϕn)",791,"phi_N1",0.1933203
"Half-life targeted (ϕw)",791,"phi_N2",324.99241
"RBC replenishment (ρ)",792,"rho",0.37052451
"Burst size (β)",792,"burst",6.16775212
"Activation indis (ψn)",792,"iota_N1",16.7842549
"Activation targeted (ψw)",792,"iota_N2",1.74526254
"Half-life indis (ϕn)",792,"phi_N1",0.05315808
"Half-life targeted (ϕw)",792,"phi_N2",465.716108
"RBC replenishment (ρ)",793,"rho",0.26404162
"Burst size (β)",793,"burst",5.49186444
"Activation indis (ψn)",793,"iota_N1",12.8300285
"Activation targeted (ψw)",793,"iota_N2",1.31254922
"Half-life indis (ϕn)",793,"phi_N1",0.03893565
"Half-life targeted (ϕw)",793,"phi_N2",379.674396
"RBC replenishment (ρ)",794,"rho",0.26675962
"Burst size (β)",794,"burst",4.09078184
"Activation indis (ψn)",794,"iota_N1",4.23459209
"Activation targeted (ψw)",794,"iota_N2",0.81796907
"Half-life indis (ϕn)",794,"phi_N1",0.10672285
"Half-life targeted (ϕw)",794,"phi_N2",1406.98365
"RBC replenishment (ρ)",795,"rho",0.26714326
"Burst size (β)",795,"burst",3.86169951
"Activation indis (ψn)",795,"iota_N1",5.50077866
"Activation targeted (ψw)",795,"iota_N2",0.84510374
"Half-life indis (ϕn)",795,"phi_N1",0.10222054
"Half-life targeted (ϕw)",795,"phi_N2",1423.27589
"RBC replenishment (ρ)",796,"rho",0.32363718
"Burst size (β)",796,"burst",4.71859983
"Activation indis (ψn)",796,"iota_N1",4.72146726
"Activation targeted (ψw)",796,"iota_N2",0.50794478
"Half-life indis (ϕn)",796,"phi_N1",0.04691943
"Half-life targeted (ϕw)",796,"phi_N2",97.6379775
"RBC replenishment (ρ)",797,"rho",0.21522912
"Burst size (β)",797,"burst",4.54947372
"Activation indis (ψn)",797,"iota_N1",14.5223845
"Activation targeted (ψw)",797,"iota_N2",2.27564038
"Half-life indis (ϕn)",797,"phi_N1",0.1457809
"Half-life targeted (ϕw)",797,"phi_N2",131.487938
"RBC replenishment (ρ)",798,"rho",0.24099925
"Burst size (β)",798,"burst",5.93977443
"Activation indis (ψn)",798,"iota_N1",8.70645212
"Activation targeted (ψw)",798,"iota_N2",1.9793131
"Half-life indis (ϕn)",798,"phi_N1",0.05928853
"Half-life targeted (ϕw)",798,"phi_N2",201.017904
"RBC replenishment (ρ)",799,"rho",0.27787303
"Burst size (β)",799,"burst",5.53969285
"Activation indis (ψn)",799,"iota_N1",3.72893375
"Activation targeted (ψw)",799,"iota_N2",0.99516188
"Half-life indis (ϕn)",799,"phi_N1",0.11239182
"Half-life targeted (ϕw)",799,"phi_N2",160.551464
"RBC replenishment (ρ)",800,"rho",0.24089846
"Burst size (β)",800,"burst",3.91843046
"Activation indis (ψn)",800,"iota_N1",122.649456
"Activation targeted (ψw)",800,"iota_N2",0.80559192
"Half-life indis (ϕn)",800,"phi_N1",0.00324877
"Half-life targeted (ϕw)",800,"phi_N2",130098.202
"RBC replenishment (ρ)",801,"rho",0.5070264
"Burst size (β)",801,"burst",3.8595762
"Activation indis (ψn)",801,"iota_N1",129.955919
"Activation targeted (ψw)",801,"iota_N2",0.63854717
"Half-life indis (ϕn)",801,"phi_N1",0.00671385
"Half-life targeted (ϕw)",801,"phi_N2",233706.967
"RBC replenishment (ρ)",802,"rho",0.36405562
"Burst size (β)",802,"burst",4.76419948
"Activation indis (ψn)",802,"iota_N1",152.156264
"Activation targeted (ψw)",802,"iota_N2",0.49742594
"Half-life indis (ϕn)",802,"phi_N1",0.00271596
"Half-life targeted (ϕw)",802,"phi_N2",240723.181
"RBC replenishment (ρ)",803,"rho",0.38815378
"Burst size (β)",803,"burst",4.58243008
"Activation indis (ψn)",803,"iota_N1",438.866165
"Activation targeted (ψw)",803,"iota_N2",1.59143754
"Half-life indis (ϕn)",803,"phi_N1",0.00809613
"Half-life targeted (ϕw)",803,"phi_N2",933.851632
"RBC replenishment (ρ)",804,"rho",0.26846805
"Burst size (β)",804,"burst",6.08830739
"Activation indis (ψn)",804,"iota_N1",103.058499
"Activation targeted (ψw)",804,"iota_N2",1.92198583
"Half-life indis (ϕn)",804,"phi_N1",0.00722243
"Half-life targeted (ϕw)",804,"phi_N2",9695.66635
"RBC replenishment (ρ)",805,"rho",0.37121794
"Burst size (β)",805,"burst",5.60369002
"Activation indis (ψn)",805,"iota_N1",240.139361
"Activation targeted (ψw)",805,"iota_N2",1.15480021
"Half-life indis (ϕn)",805,"phi_N1",0.0028759
"Half-life targeted (ϕw)",805,"phi_N2",45391.8616
"RBC replenishment (ρ)",806,"rho",0.29722878
"Burst size (β)",806,"burst",4.06313338
"Activation indis (ψn)",806,"iota_N1",17.6814881
"Activation targeted (ψw)",806,"iota_N2",0.81722666
"Half-life indis (ϕn)",806,"phi_N1",0.03242224
"Half-life targeted (ϕw)",806,"phi_N2",243.737975
"RBC replenishment (ρ)",807,"rho",0.30097137
"Burst size (β)",807,"burst",4.00763817
"Activation indis (ψn)",807,"iota_N1",15.8149762
"Activation targeted (ψw)",807,"iota_N2",0.74657026
"Half-life indis (ϕn)",807,"phi_N1",0.03730752
"Half-life targeted (ϕw)",807,"phi_N2",1185.70732
"RBC replenishment (ρ)",808,"rho",0.26971098
"Burst size (β)",808,"burst",4.75710931
"Activation indis (ψn)",808,"iota_N1",20.6458424
"Activation targeted (ψw)",808,"iota_N2",0.72052092
"Half-life indis (ϕn)",808,"phi_N1",0.01444979
"Half-life targeted (ϕw)",808,"phi_N2",12.7227263
"RBC replenishment (ρ)",809,"rho",0.24890171
"Burst size (β)",809,"burst",4.55898524
"Activation indis (ψn)",809,"iota_N1",20.2143406
"Activation targeted (ψw)",809,"iota_N2",2.29253687
"Half-life indis (ϕn)",809,"phi_N1",0.17128276
"Half-life targeted (ϕw)",809,"phi_N2",684.235424
"RBC replenishment (ρ)",810,"rho",0.36207495
"Burst size (β)",810,"burst",6.22667846
"Activation indis (ψn)",810,"iota_N1",19.0186249
"Activation targeted (ψw)",810,"iota_N2",2.0410683
"Half-life indis (ϕn)",810,"phi_N1",0.06122162
"Half-life targeted (ϕw)",810,"phi_N2",271.579333
"RBC replenishment (ρ)",811,"rho",0.35975076
"Burst size (β)",811,"burst",5.3892728
"Activation indis (ψn)",811,"iota_N1",13.432026
"Activation targeted (ψw)",811,"iota_N2",0.99318138
"Half-life indis (ϕn)",811,"phi_N1",0.04230622
"Half-life targeted (ϕw)",811,"phi_N2",1315.17077
"RBC replenishment (ρ)",812,"rho",0.33159644
"Burst size (β)",812,"burst",4.01203085
"Activation indis (ψn)",812,"iota_N1",23.1780459
"Activation targeted (ψw)",812,"iota_N2",0.85222225
"Half-life indis (ϕn)",812,"phi_N1",0.03329138
"Half-life targeted (ϕw)",812,"phi_N2",672.017306
"RBC replenishment (ρ)",813,"rho",0.33144046
"Burst size (β)",813,"burst",3.9661812
"Activation indis (ψn)",813,"iota_N1",12.785729
"Activation targeted (ψw)",813,"iota_N2",0.79244603
"Half-life indis (ϕn)",813,"phi_N1",0.03088499
"Half-life targeted (ϕw)",813,"phi_N2",694.990182
"RBC replenishment (ρ)",814,"rho",0.31697281
"Burst size (β)",814,"burst",4.76433379
"Activation indis (ψn)",814,"iota_N1",6.33794308
"Activation targeted (ψw)",814,"iota_N2",0.5127228
"Half-life indis (ϕn)",814,"phi_N1",0.03125987
"Half-life targeted (ϕw)",814,"phi_N2",778.844067
"RBC replenishment (ρ)",815,"rho",0.21351573
"Burst size (β)",815,"burst",4.6100726
"Activation indis (ψn)",815,"iota_N1",70.2094311
"Activation targeted (ψw)",815,"iota_N2",2.15630114
"Half-life indis (ϕn)",815,"phi_N1",0.03448364
"Half-life targeted (ϕw)",815,"phi_N2",470.26116
"RBC replenishment (ρ)",816,"rho",0.44027485
"Burst size (β)",816,"burst",6.13686652
"Activation indis (ψn)",816,"iota_N1",36.6737956
"Activation targeted (ψw)",816,"iota_N2",2.09376287
"Half-life indis (ϕn)",816,"phi_N1",0.03003096
"Half-life targeted (ϕw)",816,"phi_N2",453.027365
"RBC replenishment (ρ)",817,"rho",0.29479876
"Burst size (β)",817,"burst",5.51917971
"Activation indis (ψn)",817,"iota_N1",18.8819995
"Activation targeted (ψw)",817,"iota_N2",1.28704089
"Half-life indis (ϕn)",817,"phi_N1",0.03429652
"Half-life targeted (ϕw)",817,"phi_N2",1046.47581
"RBC replenishment (ρ)",818,"rho",0.22842138
"Burst size (β)",818,"burst",4.03113458
"Activation indis (ψn)",818,"iota_N1",9.96422749
"Activation targeted (ψw)",818,"iota_N2",0.76976204
"Half-life indis (ϕn)",818,"phi_N1",0.05213495
"Half-life targeted (ϕw)",818,"phi_N2",128.088203
"RBC replenishment (ρ)",819,"rho",0.33749952
"Burst size (β)",819,"burst",3.9432227
"Activation indis (ψn)",819,"iota_N1",13.0832385
"Activation targeted (ψw)",819,"iota_N2",0.73118889
"Half-life indis (ϕn)",819,"phi_N1",0.0642685
"Half-life targeted (ϕw)",819,"phi_N2",91.7539284
"RBC replenishment (ρ)",820,"rho",0.34216038
"Burst size (β)",820,"burst",4.84618132
"Activation indis (ψn)",820,"iota_N1",16.2421196
"Activation targeted (ψw)",820,"iota_N2",0.51577819
"Half-life indis (ϕn)",820,"phi_N1",0.00671927
"Half-life targeted (ϕw)",820,"phi_N2",115.084326
